id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3422049190,03/30/15,247500,3,2,1960,15681,1,0,0,1960,0,1967,0,98032,47.3576,-122.277,1750,15616
1328310370,04/02/2015,375000,3,3,2340,10005,1,0,0,1460,880,1978,0,98058,47.4431,-122.133,2250,8162
1853000400,03/05/2015,680000,4,3,3140,28037,2,0,0,3140,0,1991,0,98077,47.7304,-122.082,2990,35001
3362400511,03/04/2015,570000,3,2,1260,3328,1,0,0,700,560,1905,0,98103,47.6823,-122.349,1380,3536
3454800060,01/08/2015,171800,4,2,1570,9600,1,0,0,1570,0,1950,0,98168,47.4965,-122.303,1880,9000
2799800710,04/07/2015,301000,3,3,2420,4750,2,0,0,2420,0,2003,0,98042,47.3663,-122.122,2690,4750
8079040320,02/23/15,430000,4,3,1850,9976,2,0,0,1850,0,1991,0,98059,47.5059,-122.149,2270,8542
1695900060,05/11/2015,535000,4,1,1610,2982,1.5,0,0,1610,0,1925,0,98144,47.587,-122.294,1610,4040
7278700070,01/02/2015,660000,3,3,2400,6474,1,0,2,1560,840,1964,0,98177,47.7728,-122.386,2340,10856
3626039187,04/06/2015,395000,2,1,770,6000,1,0,0,770,0,1953,0,98117,47.6999,-122.364,1710,6000
4389200955,03/02/2015,1450000,4,3,2750,17789,1.5,0,0,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275
7853210060,04/06/2015,430000,4,3,2070,4310,2,0,0,2070,0,2004,0,98065,47.5319,-121.85,1970,3748
3668000070,01/05/2015,212000,3,2,1060,7875,1,0,0,1060,0,1986,0,98092,47.2761,-122.152,1420,7680
9545240070,04/28/15,660500,4,3,2010,9603,1,0,0,1440,570,1986,0,98027,47.5343,-122.054,2060,9793
2767602356,01/26/15,675000,4,4,2140,2278,3,0,0,2140,0,2005,0,98107,47.6734,-122.38,1540,2285
1432900240,05/08/2015,205000,3,1,1610,8579,1,0,0,1010,600,1962,0,98058,47.4563,-122.171,1610,8579
6140100875,04/15/15,420000,3,1,1060,8097,1,0,0,940,120,1923,0,98133,47.7144,-122.351,1560,7940
6071600370,02/27/15,500000,4,3,2030,8517,1,0,0,1380,650,1961,0,98006,47.5495,-122.174,2230,8824
1324300398,04/09/2015,560000,3,1,1110,5000,1.5,0,0,1110,0,1947,0,98107,47.655,-122.359,1420,5000
537000445,03/31/15,282950,3,1,1250,8200,1,0,0,1250,0,1954,0,98003,47.3255,-122.304,1680,8633
7855801670,04/01/2015,2250000,4,4,5180,19850,2,0,3,3540,1640,2006,0,98006,47.562,-122.162,3160,9750
3756500060,03/09/2015,438000,3,2,1780,9660,1,0,0,1780,0,1962,0,98034,47.7171,-122.193,1200,9660
7215720160,03/04/2015,900000,3,3,3400,16603,2,0,0,3400,0,2000,0,98075,47.6012,-122.023,3400,12601
2009000370,02/19/15,269950,2,2,1340,7250,1,0,0,700,640,1949,0,98198,47.408,-122.327,1830,9750
1836980160,03/24/15,807100,4,3,2680,4499,2,0,0,2680,0,1999,0,98006,47.565,-122.125,2920,4500
4330600435,03/16/15,284000,3,2,1560,21000,1,0,0,1560,0,1954,0,98166,47.4776,-122.337,1070,7920
9542800700,01/02/2015,272000,3,2,2160,7140,1,0,0,1670,490,1978,0,98023,47.3026,-122.374,1930,7350
1762600070,01/16/15,917500,4,3,3880,35003,2,0,0,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
7234600798,02/10/2015,425000,3,3,1120,1100,2,0,0,820,300,2008,0,98122,47.6106,-122.31,1590,1795
9158100075,01/07/2015,330000,2,1,1350,8220,1,0,0,1060,290,1949,0,98177,47.7224,-122.358,1540,8280
8123100045,04/14/15,470000,4,3,2380,5125,1.5,0,0,1680,700,1925,0,98126,47.5384,-122.376,1410,5375
8731951370,04/15/15,269000,4,2,1490,10000,1,0,0,1100,390,1969,0,98023,47.3099,-122.379,2190,8910
2264500350,04/18/15,615000,4,1,1330,2400,1.5,0,0,1330,0,1901,0,98103,47.65,-122.34,1330,4400
2824079053,01/13/15,440000,3,3,1910,66211,2,0,0,1910,0,1997,0,98024,47.5385,-121.911,2330,67268
3542300060,03/11/2015,210000,3,1,860,11725,1,0,0,860,0,1943,0,98056,47.5093,-122.184,1300,9514
3211100860,03/03/2015,274250,3,1,910,8450,1,0,0,910,0,1962,0,98059,47.4787,-122.158,1400,8040
7465900060,02/05/2015,425000,3,1,1010,5864,1,0,0,1010,0,1915,0,98116,47.5733,-122.381,1290,5000
2310030510,04/22/15,320000,4,3,1550,7579,2,0,0,1550,0,1993,0,98038,47.354,-122.047,1630,6397
4014400292,01/14/15,465000,3,3,2714,17936,2,0,0,2714,0,2005,0,98001,47.3185,-122.275,2590,18386
257000138,01/15/15,280000,2,1,850,16400,1,0,0,850,0,1923,0,98168,47.4889,-122.299,1100,14459
46100204,02/21/15,1505000,5,3,3300,33474,1,0,3,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953
8682281200,03/09/2015,479950,2,2,1510,6516,1,0,0,1510,0,2005,0,98053,47.7076,-122.013,1640,6009
722059070,01/15/15,235000,3,1,1430,15246,1,0,0,980,450,1961,0,98031,47.4075,-122.214,1960,13068
7202340400,03/03/2015,516500,3,3,1480,4729,2,0,0,1480,0,2004,0,98053,47.6794,-122.034,2250,4729
8096000060,04/13/15,655000,2,2,1450,15798,2,1,4,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193
4058000060,04/09/2015,416000,3,2,2220,94300,1,0,0,1640,580,1976,0,98010,47.3459,-121.95,2070,80100
7228500560,03/20/15,410000,4,1,1970,4740,1.5,0,0,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740
1868901275,01/27/15,455000,2,1,1430,5000,1.5,0,0,1430,0,1925,0,98115,47.6727,-122.299,1450,3750
6131600075,04/27/15,225000,3,1,1300,8316,1,0,0,1300,0,1954,0,98002,47.3221,-122.216,1260,8316
8029510030,02/12/2015,363000,3,3,2740,11872,2,0,0,2740,0,1990,0,98023,47.3076,-122.395,2570,10377
7899800890,02/26/15,181000,2,2,720,5120,1,0,0,720,0,1954,0,98106,47.5218,-122.357,1150,2566
3021059276,03/14/15,250000,4,2,2010,7312,1,0,0,2010,0,1976,0,98002,47.2785,-122.213,2010,7650
3797001895,04/22/15,481000,3,2,1560,3000,1,0,0,770,790,1918,0,98103,47.6846,-122.345,1390,3000
1422300030,04/01/2015,415000,3,3,1510,36224,2,0,0,1510,0,1991,0,98045,47.4616,-121.711,1730,36224
1105000588,04/21/15,349500,3,1,1400,3538,1,0,0,800,600,1953,0,98118,47.5405,-122.27,1620,6331
5127001620,02/11/2015,315000,3,2,1580,11455,1,0,0,1200,380,1974,0,98059,47.4756,-122.147,1550,10650
1400300055,04/28/15,425000,2,1,770,5040,1,0,0,770,0,1930,0,98144,47.5964,-122.299,1330,2580
2557000400,04/09/2015,272500,3,3,2070,9900,1,0,0,1420,650,1979,0,98023,47.2988,-122.371,2070,8250
7960900060,05/04/2015,2900000,4,4,5050,20100,1.5,0,2,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060
6378500125,05/01/2015,436000,2,1,1040,7538,1,0,0,1040,0,1939,0,98133,47.7107,-122.352,1440,7530
4215100060,03/20/15,365000,3,3,2653,4510,2,0,0,2653,0,2006,0,98031,47.4145,-122.166,2653,4927
9189700045,01/27/15,450000,3,2,2290,16258,1,0,0,2290,0,1960,0,98058,47.4672,-122.165,1660,10530
2022069200,05/05/2015,455000,4,3,2210,49375,1,0,0,2210,0,1997,0,98038,47.3828,-122.071,2670,49385
9412900055,05/05/2015,405000,3,2,2390,6000,1,0,0,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000
6874200960,02/27/15,170000,2,1,860,5265,1,0,0,860,0,1931,0,98178,47.5048,-122.272,1650,8775
7424700045,05/13/15,2050000,5,3,3830,8480,2,0,1,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556
5634500392,04/10/2015,330000,3,3,2420,13959,1,0,0,1740,680,1988,0,98028,47.7486,-122.23,2570,13300
6647200060,02/09/2015,405000,3,2,1670,6720,1,0,0,1140,530,1980,0,98034,47.7198,-122.193,1670,7320
6619910140,02/24/15,630000,4,2,2950,9025,1,0,2,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600
8079030390,03/04/2015,446500,3,3,2650,7286,2,0,0,2650,0,1990,0,98059,47.5084,-122.154,2400,7220
5104530560,04/01/2015,208633,3,3,2040,3810,2,0,0,2040,0,2006,0,98038,47.3537,-122,2370,4590
4330600350,01/15/15,315000,3,3,2200,8750,1,0,0,1120,1080,1964,0,98166,47.476,-122.337,1460,10139
5016001535,02/17/15,725000,3,2,1920,3300,1,0,0,960,960,1913,0,98112,47.6239,-122.298,1740,4000
7280300196,04/03/2015,550000,4,3,1800,7750,1,0,0,1400,400,1965,0,98177,47.7776,-122.384,1800,8275
7171200445,02/28/15,550700,2,1,1010,5000,1.5,0,0,1010,0,1908,0,98105,47.6692,-122.297,1460,5000
3204800200,01/08/2015,665000,4,3,3320,10574,2,0,0,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330
3416600800,02/09/2015,834000,4,3,2370,4000,1.5,0,2,1980,390,1928,0,98144,47.601,-122.294,2440,5750
7771300125,04/08/2015,487000,3,2,2590,14052,1,0,0,1720,870,1948,0,98133,47.7357,-122.333,1570,8162
3422059208,05/11/2015,390000,3,3,1930,64904,1,0,0,1930,0,1988,0,98042,47.346,-122.157,2350,57500
7972000240,02/02/2015,240000,3,2,1510,10248,1,0,0,1510,0,1969,0,98023,47.2929,-122.371,1510,9753
7520000520,03/11/2015,240500,2,1,1240,12092,1,0,0,960,280,1922,1984,98146,47.4957,-122.352,1820,7460
1665400045,04/28/15,186375,3,1,1000,7636,1,0,0,1000,0,1952,0,98166,47.472,-122.344,1150,7600
2946001550,04/16/15,279000,6,2,2240,11180,2,0,0,2240,0,1955,0,98198,47.42,-122.323,1590,7955
9550201550,04/08/2015,640000,2,1,1070,5000,1,0,0,1070,0,1924,0,98103,47.6666,-122.331,1710,5000
4268200055,05/01/2015,245000,3,2,1740,11547,1,0,0,1740,0,1954,0,98178,47.4945,-122.22,880,78408
3126069068,04/24/15,485000,4,2,2560,43995,2,0,0,2560,0,1962,0,98052,47.6945,-122.093,2560,14764
7374200030,04/16/15,387000,4,2,2500,7690,1,0,0,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646
616000140,01/26/15,315000,3,1,1900,14400,1,0,0,1300,600,1954,0,98166,47.4147,-122.337,1940,14400
9262800171,03/24/15,252000,4,2,1550,19800,1,0,0,1050,500,1969,0,98001,47.3117,-122.27,1640,22654
723099065,01/30/15,465000,3,2,1840,40438,2,0,0,1840,0,1994,0,98045,47.4853,-121.709,1380,44049
6116500075,03/26/15,673000,4,3,2990,10400,2,0,0,2990,0,2002,0,98166,47.4508,-122.359,2140,17449
424069250,04/23/15,785000,4,3,2440,69415,1,0,0,1910,530,1989,0,98075,47.5944,-122.042,2770,24361
2231500030,03/24/15,530000,4,3,2180,10754,1,0,0,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
2883200160,04/29/15,595000,4,2,2020,2849,2,0,0,2020,0,1960,0,98115,47.6831,-122.329,1910,3120
7132300695,04/21/15,435000,3,2,1300,3348,1.5,0,0,1300,0,1904,2014,98144,47.592,-122.307,1590,2577
808300310,03/13/15,389000,4,3,2130,5337,2,0,0,2130,0,2001,0,98019,47.7237,-121.959,2300,6930
8563040160,01/21/15,560000,4,3,2550,7800,1,0,0,1580,970,1968,0,98052,47.6283,-122.095,2420,8050
3649100320,04/30/15,330000,2,1,1220,10000,1,0,0,1220,0,1950,0,98028,47.7405,-122.241,2000,9600
7375300160,03/09/2015,530000,5,3,2720,8800,1,0,0,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800
9126100861,03/06/2015,557000,3,4,1710,2096,2,0,0,1290,420,2008,0,98122,47.6055,-122.305,1630,1543
6021501685,04/22/15,352000,2,1,940,5000,1,0,0,940,0,1937,0,98117,47.6879,-122.385,1560,4500
1151100070,02/24/15,437000,3,3,1750,22357,2,0,0,1750,0,1994,0,98045,47.4807,-121.779,2430,22357
8078520310,04/17/15,278500,3,2,1570,5250,1,0,0,1570,0,1998,0,98092,47.3163,-122.188,1570,5250
1565950030,04/27/15,364950,4,3,1930,6957,2,0,0,1930,0,1995,0,98055,47.4309,-122.191,2090,6996
6700400140,03/18/15,268000,3,3,1550,8134,2,0,0,1550,0,1991,0,98031,47.404,-122.191,1550,8134
1678400105,02/12/2015,339000,4,2,2390,7480,1.5,0,2,2390,0,1920,0,98178,47.504,-122.227,2850,6867
2697100140,01/05/2015,423000,4,3,2200,9351,1,0,0,1290,910,1962,0,98133,47.7448,-122.333,1910,8660
1442860160,01/07/2015,380000,3,3,2280,10255,2,0,0,2280,0,1985,0,98058,47.4334,-122.161,2310,10094
1545808560,04/03/2015,245000,3,3,1530,8500,1,0,0,1030,500,1996,0,98038,47.3592,-122.046,1850,8140
9808650060,02/25/15,1300000,3,2,2350,15021,1,0,0,1770,580,1976,0,98004,47.6408,-122.219,3530,15715
305500140,05/12/2015,365000,3,3,2200,4052,2,0,0,2200,0,2005,0,98058,47.4362,-122.178,2310,5082
11500890,03/12/2015,843000,3,3,3130,8750,2,0,0,3130,0,1991,0,98052,47.6954,-122.103,2860,9003
822079033,04/22/15,350000,3,2,1250,219978,1,0,0,1250,0,1980,0,98038,47.4056,-121.955,1930,210394
1049010390,03/19/15,505000,3,2,1260,5460,1,0,0,1260,0,1972,0,98034,47.7355,-122.18,1510,5460
4055700030,05/02/2015,1450000,3,5,3970,24920,2,0,2,3260,710,1977,1999,98034,47.7183,-122.258,2610,13838
2525300030,02/22/15,232000,3,1,1400,10403,1,0,0,1400,0,1976,0,98038,47.362,-122.029,1230,10209
1324059104,04/21/15,691100,3,3,2360,16117,1,0,0,1710,650,1983,0,98006,47.5698,-122.121,2120,16117
1529200340,01/08/2015,496500,3,3,2260,3640,2,0,0,2260,0,1994,0,98072,47.7356,-122.157,2350,3710
1796360350,01/28/15,255000,3,2,1240,8659,1,0,0,1240,0,1986,0,98042,47.3663,-122.089,1490,8223
1843100340,03/05/2015,348000,3,3,2570,8491,2,0,0,2570,0,1989,0,98042,47.3759,-122.125,2400,8049
1723049270,01/07/2015,340500,3,2,2270,28025,1,0,0,1920,350,1947,0,98168,47.4857,-122.318,1770,14833
4123840310,01/06/2015,342500,3,3,1810,5192,2,0,0,1810,0,1993,0,98038,47.3724,-122.042,1810,6200
8651611170,02/13/15,868700,3,5,3840,6161,2,0,0,3840,0,2000,0,98074,47.6336,-122.064,3230,7709
66000070,04/06/2015,315000,2,1,630,6550,1,0,0,630,0,1918,0,98126,47.5486,-122.38,1420,6550
6189200125,03/25/15,849950,3,3,2990,9773,2,0,0,2990,0,1973,0,98005,47.6344,-122.174,2230,11553
2625069070,04/10/2015,1385000,4,4,4860,181319,2.5,0,0,4860,0,1993,0,98074,47.6179,-122.005,3850,181319
8732131090,04/28/15,295000,4,3,2160,7725,1,0,0,1460,700,1978,0,98023,47.3078,-122.378,2060,8250
5423010350,02/10/2015,1280000,5,3,3400,9500,2,0,1,3400,0,1977,0,98027,47.5645,-122.082,3080,11081
2475200140,02/05/2015,370000,3,2,1680,5036,1,0,1,1680,0,1987,0,98055,47.4734,-122.186,1680,4921
7942100310,01/27/15,232000,3,2,1300,11230,1,0,0,1300,0,1968,0,98042,47.3811,-122.087,1300,10794
4432600075,01/28/15,725000,4,2,2110,4140,2,0,0,1710,400,1925,2003,98116,47.5836,-122.387,1440,4420
7852170140,05/10/2015,650000,4,3,3180,5438,2,0,0,3180,0,2003,0,98065,47.5416,-121.864,3030,5335
8906200070,02/10/2015,280000,3,2,1670,11610,1,0,0,1670,0,1963,0,98055,47.4404,-122.191,1930,10200
9238901420,02/02/2015,442000,3,1,1190,5100,1,0,0,1030,160,1941,0,98136,47.5346,-122.385,1690,5100
8121200810,05/05/2015,585000,4,2,2430,7559,1,0,0,1580,850,1981,0,98052,47.7206,-122.11,1980,8750
5126310400,03/05/2015,480000,4,3,2600,7787,2,0,0,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
4402700070,03/11/2015,300000,2,1,1100,7680,1,0,0,1100,0,1950,0,98133,47.7439,-122.339,1460,7680
925059288,05/07/2015,750000,3,3,2400,7745,2,0,0,2400,0,2001,0,98033,47.6734,-122.173,2080,8615
1432400335,03/25/15,288000,3,1,1190,7560,1,0,0,1190,0,1958,0,98058,47.452,-122.177,1190,7560
726049331,03/26/15,515000,5,3,2530,5105,1,0,0,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011
1545807610,04/29/15,270500,3,3,1780,7848,1,0,0,1320,460,1978,0,98038,47.3608,-122.056,1680,7848
1843200240,05/05/2015,200000,2,2,1360,1898,2,0,0,1360,0,1978,0,98092,47.2852,-122.19,1360,1898
4403600270,02/24/15,970000,4,4,4740,76230,2,0,0,4740,0,1987,0,98075,47.5931,-122.071,3340,49206
1521069070,02/18/15,204000,3,1,1040,7405,1,0,0,1040,0,1971,0,98010,47.3105,-122.021,1580,7405
2459500310,02/18/15,358000,3,3,1610,6655,2,0,0,1610,0,1985,0,98058,47.4296,-122.161,1780,7529
6204420070,05/01/2015,452000,4,2,1570,8268,1,0,0,1570,0,1979,0,98011,47.7373,-122.197,1870,8190
5466410030,04/10/2015,249000,3,2,1360,6082,1,0,0,1360,0,1994,0,98042,47.3577,-122.16,1360,6987
9485740340,03/10/2015,346900,4,3,1970,5106,2,0,0,1970,0,1999,0,98055,47.449,-122.205,2230,5109
622049114,02/18/15,2125000,3,3,5403,24069,2,1,4,5403,0,1976,0,98166,47.4169,-122.348,3980,104374
2944000240,04/22/15,910000,4,3,3350,29242,2,0,0,3350,0,1988,0,98052,47.7197,-122.131,3920,24728
7899800860,03/19/15,259950,2,2,1070,649,2,0,0,720,350,2008,0,98106,47.5213,-122.357,1070,928
4025300135,05/08/2015,451000,3,2,1790,9813,2,0,0,1790,0,1949,0,98155,47.749,-122.305,1520,10125
4376700570,04/27/15,750000,6,2,2750,9563,2,0,0,2750,0,1973,0,98052,47.6368,-122.097,2040,9563
98020350,01/23/15,720000,4,4,3200,7708,2,0,0,3200,0,2004,0,98075,47.5816,-121.97,3480,7944
1714900060,04/24/15,442000,5,3,2560,5445,1.5,0,0,1760,800,1927,0,98108,47.5502,-122.311,1080,5445
2473360060,01/02/2015,263500,3,2,1330,9917,1,0,0,1040,290,1981,0,98058,47.4478,-122.161,1330,9081
1088650310,01/27/15,530000,4,3,2320,5493,2,0,0,2320,0,2004,0,98028,47.7727,-122.229,2450,5471
6909200575,03/14/15,685000,3,2,2060,2900,1.5,0,0,1330,730,1931,0,98144,47.5897,-122.292,1910,3900
2781280390,03/24/15,290000,3,3,1610,2937,2,0,0,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
1123049053,02/13/15,360000,4,3,1840,9611,2,0,0,1840,0,1996,0,98178,47.4964,-122.251,1830,8505
3211230260,02/04/2015,399950,4,2,2420,31465,1,0,0,2420,0,1984,0,98092,47.3131,-122.115,2560,32186
3904901710,02/24/15,435500,3,3,1450,4789,2,0,0,1450,0,1985,0,98029,47.5665,-122.018,1560,4490
240000058,04/08/2015,469000,4,3,3550,13938,1,0,0,2100,1450,1966,0,98188,47.425,-122.283,2050,9000
9498200046,02/06/2015,443500,2,1,940,6804,1,0,0,940,0,1949,0,98177,47.7047,-122.373,1150,6930
5631500868,04/17/15,590000,4,4,3100,15842,2,0,0,2400,700,1996,0,98028,47.7466,-122.242,2200,19400
2826049234,01/14/15,425000,3,3,1820,8814,1,0,0,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
6600700030,05/06/2015,525000,3,3,1490,9414,2,0,0,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
9407110700,01/13/15,175000,3,1,1250,9775,1,0,0,1250,0,1971,0,98045,47.4474,-121.771,1390,9650
8078570390,04/15/15,260000,3,3,1920,7415,2,0,0,1920,0,1989,0,98031,47.4022,-122.171,1930,7536
461001615,02/25/15,605000,2,2,1760,5000,1,0,0,940,820,1927,0,98117,47.682,-122.372,1530,5000
8925100390,04/06/2015,1042500,3,2,1900,9375,1,0,1,1330,570,1941,0,98115,47.6821,-122.273,2760,9375
5379805460,01/21/15,245000,3,2,1360,8910,2,0,0,1360,0,1949,0,98188,47.4488,-122.275,1220,8912
6379500640,04/09/2015,1120000,3,2,3000,5750,2,0,0,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750
4315700060,03/03/2015,378000,2,2,1300,3850,1,0,0,800,500,1963,0,98136,47.5395,-122.39,950,5500
4140090320,03/20/15,595000,5,3,3740,6750,1,0,0,1980,1760,1978,0,98028,47.7679,-122.261,2620,7920
9385200045,05/12/2015,729500,3,3,1660,1091,3,0,1,1530,130,2015,0,98116,47.5818,-122.402,1510,1352
1545804340,04/09/2015,240000,3,2,1760,6500,1,0,0,1150,610,1987,0,98038,47.3647,-122.05,1760,8125
2490200320,03/20/15,545000,3,2,1680,6200,1.5,0,0,1680,0,1916,0,98136,47.5338,-122.384,1680,5100
2586800270,04/07/2015,425000,4,1,1260,7645,1.5,0,0,1260,0,1925,0,98146,47.5044,-122.35,1170,7649
2324039036,04/03/2015,597500,3,2,2150,5400,1.5,0,0,1380,770,1911,0,98126,47.555,-122.379,1940,6500
5196410260,04/22/15,1000000,3,3,3180,10492,2,0,2,3180,0,1991,0,98052,47.655,-122.124,3000,9812
259900160,01/02/2015,748000,4,4,2770,3330,2,0,0,1970,800,2001,0,98052,47.6327,-122.109,2180,3380
192460310,03/24/15,269900,3,2,1140,22267,1,0,0,1140,0,1986,0,98045,47.4761,-121.758,1150,15625
1062100116,01/21/15,475000,3,3,1640,5097,2,0,0,1640,0,1969,0,98155,47.7522,-122.278,1880,6000
6067910030,03/16/15,664000,4,3,2510,11880,1,0,0,1630,880,1978,0,98006,47.5427,-122.181,2390,11211
3348401740,01/27/15,188000,2,2,1120,17487,1,0,0,1120,0,1924,0,98178,47.5024,-122.271,1690,8056
2346200030,01/05/2015,802541,5,3,2990,6768,2,0,0,2990,0,2014,0,98006,47.5462,-122.182,2870,6768
7853290030,03/11/2015,507000,4,3,2730,7649,2,0,0,2730,0,2006,0,98065,47.5441,-121.882,2730,6216
1775800800,02/24/15,396000,3,1,1500,12616,1,0,0,1500,0,1967,0,98072,47.7415,-122.101,1820,13950
8024200350,03/04/2015,410000,2,1,800,4342,1,0,0,670,130,1927,0,98115,47.6997,-122.316,1210,4343
9349900105,04/07/2015,795000,2,1,1380,5000,1.5,0,2,1380,0,1905,0,98106,47.5708,-122.359,1500,5000
1895000045,05/04/2015,195000,2,1,820,5100,1,0,0,820,0,1953,0,98118,47.5156,-122.262,1170,5304
9477200560,04/13/15,440000,3,2,1530,7245,1,0,0,1530,0,1984,0,98034,47.731,-122.191,1530,7490
2988000070,03/04/2015,405000,5,2,1550,10500,1,0,0,1100,450,1961,0,98011,47.7573,-122.22,1420,9823
8820903380,01/02/2015,730000,6,3,2660,13579,2,0,0,2660,0,1937,1990,98125,47.7142,-122.286,1120,8242
4233400400,04/14/15,267000,3,2,1300,9644,1,0,0,1300,0,1994,0,98010,47.3131,-121.998,1430,9656
7694800270,04/20/15,636000,3,3,2140,2770,2,0,0,1770,370,2007,0,98052,47.6664,-122.131,2510,2708
731500200,01/13/15,347500,4,3,2156,3562,2,0,0,2156,0,2012,0,98030,47.3591,-122.201,1708,3539
3626039299,02/24/15,588000,3,1,1910,8167,1,0,0,1270,640,1951,0,98117,47.7004,-122.368,1500,6816
7340500270,01/23/15,560000,4,3,2940,6000,2,0,0,2940,0,2000,0,98011,47.7533,-122.198,2510,6600
579003610,02/24/15,517500,3,2,1430,5200,1,0,3,1250,180,1940,0,98117,47.6988,-122.387,2210,6240
3432500200,04/09/2015,329999,3,1,1150,6908,1,0,0,800,350,1952,0,98155,47.7447,-122.313,1150,6908
9273200140,01/21/15,1310000,2,3,3950,3938,2,0,4,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500
9542300320,02/02/2015,856600,4,3,2400,13430,1,0,0,2400,0,1964,0,98005,47.5987,-122.178,2580,10077
